timestamp_s,left_knee_ohms,right_knee_ohms
41.074,12.75,
41.063,,18.46
41.073,,18.4
41.083,,18.31
41.093,,18.24
41.103,,18.33
41.113,,18.42
41.123,,18.55
41.133,,18.71
41.243,1.89,
41.253,2.04,
41.263,1.92,
41.273,1.91,
41.283,1.92,
41.293,1.96,
41.303,1.8,
41.313,1.76,
41.301,,18.13
41.311,,18.67
41.321,,18.96
41.331,,18.85
41.341,,18.58
41.351,,18.51
41.361,,18.62
41.371,,18.51
41.542,11.5,
41.552,11.46,
41.562,11.43,
41.572,11.32,
41.582,11.16,
41.592,11.22,
41.602,11.16,
41.612,11.13,
41.605,,15.49
41.615,,15.25
41.625,,15.05
41.635,,14.77
41.645,,14.89
41.655,,14.85
41.665,,14.97
41.675,,14.95
41.781,11.34,
41.791,11.43,
41.801,11.55,
41.811,12.0,
41.821,11.91,
41.831,11.89,
41.841,11.97,
41.851,11.75,
41.846,,16.5
41.856,,16.14
41.866,,15.92
41.876,,15.69
41.886,,15.59
41.896,,15.35
41.906,,15.13
41.916,,15.01
42.021,7.14,
42.031,6.97,
42.041,6.84,
42.051,6.73,
42.061,6.7,
42.071,6.64,
42.081,6.63,
42.091,6.58,
42.082,,14.12
42.092,,14.12
42.102,,14.24
42.112,,14.28
42.122,,14.39
42.132,,14.43
42.142,,14.71
42.152,,14.89
42.262,10.32,
42.272,10.42,
42.282,10.52,
42.292,10.85,
42.302,11.11,
42.312,11.32,
42.322,11.64,
42.332,11.39,
42.322,11.64,16.04
42.332,11.39,16.27
42.342,,16.44
42.352,,16.5
42.362,,16.46
42.372,,16.5
42.382,,16.48
42.392,,16.42
42.502,10.78,
42.512,10.85,
42.522,11.25,
42.532,11.08,
42.542,10.83,
42.552,10.76,
42.562,10.71,
42.572,10.73,
42.562,10.71,16.06
42.572,10.73,16.02
42.582,,15.84
42.592,,15.86
42.602,,15.96
42.612,,15.9
42.622,,15.88
42.632,,16.02
42.744,10.9,
42.754,10.87,
42.764,10.83,
42.774,10.99,
42.784,11.09,
42.794,10.92,
42.804,10.81,
42.814,10.75,
42.803,,15.96
42.813,,15.77
42.823,,15.77
42.833,,15.71
42.843,,15.51
42.853,,15.35
42.863,,15.21
42.873,,15.03
42.981,8.74,
42.991,8.63,
43.001,8.55,
43.011,8.48,
43.021,8.45,
43.031,8.48,
43.041,8.51,
43.051,8.61,
43.042,,15.05
43.052,,15.11
43.062,,15.19
43.072,,15.33
43.082,,15.35
43.092,,15.35
43.102,,15.37
43.112,,15.53
43.343,,15.59
43.353,,15.51
43.363,,15.75
43.373,,15.71
43.383,,15.71
43.393,,15.59
43.403,,15.55
43.413,,15.53
43.404,10.99,
43.414,11.08,
43.424,10.99,
43.434,10.92,
43.444,10.83,
43.454,10.75,
43.464,10.73,
43.474,10.71,
43.585,,14.1
43.595,,14.02
43.605,,13.98
43.615,,13.93
43.625,,13.89
43.635,,13.81
