timestamp_s,left_knee_ohms,right_knee_ohms
55.247,11.01,15.39
55.257,11.01,15.39
55.267,10.99,15.39
55.277,11.06,15.39
55.287,11.06,15.39
55.297,11.06,15.39
55.307,11.04,15.39
55.308,11.04499999999999,15.39
55.317,11.09,15.426000000000009
55.318,11.091484716157202,15.43
55.328,11.106331877729263,15.35
55.338,11.12117903930131,15.39
55.348,11.13602620087336,15.35
55.358,11.15087336244541,15.33
55.368,11.16572052401747,15.29
55.378,11.18056768558952,15.33
55.546,11.43,15.271565217391304
55.556,11.38,15.268086956521739
55.566,11.34,15.264608695652171
55.576,11.39,15.261130434782608
55.586,11.38,15.257652173913042
55.596,11.36,15.254173913043479
55.606,11.34,15.250695652173912
55.608,11.330000000000021,15.25
55.616,11.29,15.25
55.618,11.293236994219656,15.25
55.628,11.309421965317918,15.27
55.638,11.32560693641618,15.23
55.648,11.341791907514455,15.25
55.658,11.357976878612718,15.25
55.668,11.37416184971098,15.27
55.678,11.390346820809244,15.25
55.789,11.57,15.197455621301774
55.799,11.62,15.192721893491125
55.809,11.62,15.187988165680474
55.819,11.68,15.183254437869822
55.829,11.66,15.178520710059171
55.839,11.7,15.173786982248522
55.847,11.708000000000006,15.17
55.849,11.71,15.17
55.857,11.71,15.17
55.859,11.71,15.17
55.867,11.696586826347314,15.17
55.877,11.679820359281438,15.19
55.887,11.663053892215572,15.17
55.897,11.646287425149707,15.19
55.907,11.629520958083843,15.21
55.917,11.612754491017967,15.21
56.026,11.43,15.269931271477665
56.036,11.43,15.275429553264605
56.046,11.39,15.280927835051546
56.056,11.38,15.286426116838486
56.066,11.39,15.291924398625431
56.076,11.36,15.297422680412371
56.086,11.32,15.302920962199313
56.096,11.32,15.308419243986252
56.208,11.483742690058476,15.37
56.218,11.498362573099419,15.43
56.228,11.512982456140351,15.37
56.238,11.527602339181284,15.37
56.248,11.542222222222216,15.33
56.258,11.556842105263158,15.31
56.267,11.57,15.31
56.268,11.576999999999986,15.31
56.277,11.64,15.291999999999994
56.278,11.643999999999991,15.29
56.287,11.68,15.288421052631579
56.297,11.64,15.286666666666667
56.307,11.68,15.284912280701754
56.317,11.71,15.283157894736842
56.327,11.7,15.281403508771929
56.337,11.77,15.279649122807017
56.506,12.29169565217391,15.25
56.516,12.322565217391297,15.25
56.526,12.353434782608705,15.23
56.536,12.38430434782609,15.25
56.546,12.415173913043475,15.27
56.556,12.446043478260862,15.23
56.566,12.476913043478268,15.23
56.567,12.48,15.23
56.576,12.579000000000024,15.23
56.577,12.59,15.232807017543854
56.587,12.61,15.260877192982464
56.597,12.66,15.288947368421056
56.607,12.61,15.317017543859647
56.617,12.61,15.345087719298238
56.627,12.55,15.373157894736849
56.637,12.64,15.40122807017544
56.747,13.056568047337283,15.71
56.757,13.094437869822483,15.75
56.767,13.13230769230771,15.77
56.777,13.170177514792911,15.73
56.787,13.208047337278112,15.79
56.797,13.24591715976331,15.77
56.806,13.28,15.83299999999997
56.807,13.285000000000021,15.84
56.816,13.33,15.84
56.817,13.33399999999999,15.84
56.826,13.37,15.887117647058824
56.836,13.26,15.939470588235285
56.846,13.18,15.991823529411745
56.856,13.15,16.04417647058824
56.866,13.07,16.0965294117647
56.876,13.05,16.14888235294116
56.987,12.439824561403483,16.73
56.997,12.384853801169577,16.71
57.007,12.329883040935668,16.65
57.017,12.274912280701722,16.62
57.027,12.219941520467815,16.58
57.037,12.164970760233906,16.48
57.047,12.11,16.5
57.057,12.11,16.48
57.067,12.15,16.466470588235296
57.077,12.07,16.452941176470592
57.087,12.09,16.43941176470588
57.097,12.02,16.425882352941176
57.107,11.98,16.412352941176472
57.117,11.91,16.398823529411768
57.227,11.776473988439308,16.25
57.237,11.764335260115603,16.19
57.247,11.752196531791906,16.19
57.257,11.74005780346821,16.19
57.267,11.727919075144504,16.21
57.277,11.715780346820805,16.14
57.287,11.703641618497109,16.17
57.29,11.7,16.182000000000006
57.297,11.7,16.21
57.3,11.7,16.211764705882352
57.31,11.66,16.217647058823534
57.32,11.62,16.22352941176471
57.33,11.66,16.229411764705883
57.34,11.61,16.23529411764706
57.35,11.61,16.241176470588236
57.36,11.59,16.247058823529414
57.467,11.575034965034966,16.31
57.477,11.573636363636364,16.48
57.487,11.572237762237762,16.67
57.497,11.570839160839162,16.92
57.507,11.56944055944056,17.07
57.517,11.568041958041958,17.31
57.527,11.566643356643358,17.35
57.537,11.565244755244755,17.74
57.646,11.55,17.853148788927335
57.656,11.66,17.863529411764702
57.666,11.75,17.873910034602073
57.676,11.91,17.884290657439447
57.686,11.95,17.894671280276814
57.696,12.04,17.905051903114185
57.706,12.13,17.91543252595156
57.716,12.18,17.925813148788926
57.826,12.830887573964505,18.04
57.836,12.890059171597631,17.96
57.846,12.949230769230756,17.91
57.856,13.008402366863923,17.72
57.866,13.067573964497049,17.59
57.876,13.126745562130175,17.48
57.885,13.18,17.363000000000056
57.886,13.177999999999992,17.35
57.895,13.16,17.31399999999999
57.896,13.169999999999979,17.31
57.905,13.26,17.294302325581395
57.915,13.47,17.27686046511628
57.925,13.54,17.259418604651167
57.935,13.56,17.241976744186044
57.945,13.58,17.224534883720928
57.955,13.54,17.207093023255815
58.068,13.031169590643275,17.01
58.078,12.98614035087717,16.92
58.088,12.941111111111097,16.92
58.098,12.896081871345023,16.9
58.108,12.85105263157895,16.84
58.118,12.806023391812845,16.77
58.126,12.77,16.77
58.128,12.761999999999993,16.77
58.136,12.73,16.75399999999999
58.138,12.728000000000005,16.75
58.146,12.72,16.756153846153847
58.156,12.64,16.763846153846153
58.166,12.59,16.77153846153846
58.176,12.53,16.77923076923077
58.186,12.53,16.786923076923078
58.196,12.51,16.794615384615383
58.307,12.451235294117645,16.88
58.317,12.445941176470587,16.84
58.327,12.44064705882353,16.79
58.337,12.435352941176468,16.73
58.347,12.43005882352941,16.62
58.357,12.424764705882353,16.58
58.366,12.42,16.561999999999994
58.367,12.41600000000001,16.56
58.376,12.38,16.54200000000001
58.377,12.376999999999988,16.54
58.386,12.35,16.522426035502956
58.396,12.4,16.502899408284026
58.406,12.37,16.483372781065093
58.416,12.31,16.463846153846163
58.426,12.24,16.44431952662722
58.436,12.17,16.424792899408285
58.546,11.991965317919078,16.21
58.556,11.975780346820816,16.17
58.566,11.959595375722541,16.12
58.576,11.943410404624279,16.14
58.586,11.927225433526017,16.14
58.596,11.911040462427755,16.14
58.606,11.89485549132948,16.1
58.609,11.89,16.087999999999997
58.616,11.883000000000001,16.06
58.619,11.88,16.077117647058824
58.629,11.93,16.134176470588223
58.639,11.95,16.191235294117664
58.649,11.97,16.248294117647063
58.659,12.04,16.305352941176462
58.669,12.0,16.362411764705865
58.679,12.0,16.419470588235303
58.786,12.348224852071011,17.03
58.796,12.38076923076923,17.03
58.806,12.413313609467448,17.01
58.816,12.44585798816569,16.88
58.826,12.478402366863909,16.84
58.836,12.510946745562128,16.84
