timestamp_s,left_knee_ohms,right_knee_ohms
32.85,10.87,14.91
32.86,10.88,14.91
32.87,10.87,14.91
32.88,10.87,14.91
32.89,10.88,14.91
32.9,10.85,14.91
32.91,10.87,14.91
32.911,10.865999999999982,14.91
32.92,10.83,14.873999999999992
32.921,10.83,14.87
32.931,10.83,14.89
32.941,10.83,14.89
32.951,10.83,14.87
32.961,10.83,14.89
32.971,10.83,14.89
32.981,10.83,14.87
33.094,10.83,14.799375
33.104,10.83,14.793125000000002
33.114,10.81,14.786875000000002
33.124,10.87,14.780624999999999
33.134,10.85,14.774375000000001
33.144,10.83,14.768125000000001
33.154,10.83,14.761874999999998
33.164,10.83,14.755625
33.173,10.827443181818182,14.75
33.183,10.824602272727272,14.75
33.193,10.821761363636364,14.75
33.203,10.818920454545454,14.73
33.213,10.816079545454546,14.73
33.223,10.813238636363637,14.75
33.233,10.81039772727273,14.75
33.243,10.807556818181817,14.75
33.34,10.78,14.803517241379312
33.35,10.78,14.809034482758621
33.36,10.8,14.814551724137932
33.37,10.75,14.82006896551724
33.38,10.76,14.825586206896554
33.388,10.79199999999999,14.83
33.39,10.8,14.83
33.398,10.759999999999978,14.83
33.4,10.75,14.83
33.408,10.774000000000012,14.83
33.41,10.78,14.83
33.418,10.78,14.83
33.428,10.78,14.87
33.438,10.78,14.87
33.448,10.78,14.85
33.458,10.78,14.85
33.572,10.78,14.85
33.582,10.8,14.85
33.592,10.8,14.85
33.602,10.78,14.85
33.612,10.8,14.85
33.622,10.78,14.85
33.632,10.76,14.85
33.642,10.78,14.85
33.652,10.78,14.85
33.662,10.78,14.85
33.672,10.78,14.85
33.682,10.78,14.89
33.692,10.78,14.83
33.702,10.78,14.85
33.808,10.78,14.836913580246913
33.818,10.76,14.835679012345679
33.828,10.78,14.834444444444443
33.838,10.73,14.83320987654321
33.848,10.75,14.831975308641976
33.858,10.76,14.83074074074074
33.864,10.742000000000008,14.83
33.868,10.73,14.84600000000001
33.874,10.748000000000005,14.87
33.878,10.76,14.862000000000002
33.884,10.758934911242603,14.85
33.894,10.75715976331361,14.83
33.904,10.755384615384614,14.85
33.914,10.753609467455622,14.83
33.924,10.751834319526628,14.85
33.934,10.750059171597634,14.83
34.047,10.73,14.77921348314607
34.057,10.75,14.774719101123594
34.067,10.75,14.770224719101124
34.077,10.73,14.765730337078653
34.087,10.71,14.76123595505618
34.097,10.76,14.756741573033707
34.107,10.71,14.752247191011238
34.112,10.71,14.75
34.117,10.71,14.75
34.122,10.71059523809524,14.75
34.132,10.711785714285716,14.73
34.142,10.712976190476192,14.75
34.152,10.714166666666667,14.75
34.162,10.715357142857144,14.75
34.172,10.71654761904762,14.73
34.182,10.717738095238097,14.75
