timestamp_s,left_knee_ohms,right_knee_ohms
61.006,10.9,
61.016,10.94,
61.011,,15.43
61.021,,15.47
61.031,,15.45
61.041,,15.49
61.051,,15.53
61.061,,15.51
61.071,,15.57
61.081,,15.55
61.247,,15.51
61.257,,15.49
61.267,,15.47
61.277,,15.47
61.287,,15.49
61.297,,15.47
61.307,,15.47
61.317,,15.47
61.307,10.87,15.47
61.317,10.87,15.47
61.327,10.9,
61.337,10.85,
61.347,10.9,
61.357,10.87,
61.367,10.87,
61.377,10.85,
61.487,,15.37
61.497,,15.37
61.507,,15.33
61.517,,15.35
61.527,,15.35
61.537,,15.39
61.547,,15.43
61.557,,15.43
61.548,10.76,
61.558,10.76,
61.568,10.76,
61.578,10.8,
61.588,10.76,
61.598,10.75,
61.608,10.76,
61.618,10.76,
61.727,,15.47
61.737,,15.47
61.747,,15.45
61.757,,15.47
61.767,,15.45
61.777,,15.41
61.787,,15.47
61.797,,15.41
61.848,10.71,
61.858,10.76,
61.868,10.73,
61.878,10.71,
61.888,10.75,
61.898,10.76,
61.908,10.76,
61.918,10.78,
62.087,,15.41
62.097,,15.39
62.107,,15.35
62.117,,15.35
62.127,,15.37
62.137,,15.35
62.147,,15.37
62.157,,15.33
62.266,10.76,
62.276,10.75,
62.286,10.78,
62.296,10.75,
62.306,10.75,
62.316,10.75,
62.326,10.73,
62.336,10.75,
62.326,10.73,15.27
62.336,10.75,15.27
62.346,,15.25
62.356,,15.23
62.366,,15.25
62.376,,15.25
62.386,,15.21
62.396,,15.21
62.507,10.69,
62.517,10.71,
62.527,10.68,
62.537,10.66,
62.547,10.66,
62.557,10.68,
62.567,10.66,
62.577,10.62,
62.567,10.66,15.23
62.577,10.62,15.21
62.587,,15.23
62.597,,15.21
62.607,,15.23
62.617,,15.19
62.627,,15.19
62.637,,15.19
62.746,10.64,
62.756,10.66,
62.766,10.68,
62.776,10.69,
62.786,10.71,
62.796,10.75,
62.806,10.8,
62.816,10.8,
62.806,10.8,15.21
62.816,10.8,15.21
62.826,,15.23
62.836,,15.23
62.846,,15.25
62.856,,15.21
62.866,,15.23
62.876,,15.21
63.046,,15.25
63.056,,15.25
63.066,,15.27
63.076,,15.19
63.086,,15.19
63.096,,15.19
63.106,,15.19
63.116,,15.15
63.107,10.99,
63.117,11.01,
63.127,10.99,
63.137,10.94,
63.147,10.94,
63.157,10.94,
63.167,10.95,
63.177,10.94,
63.286,,15.07
63.296,,15.05
63.306,,15.05
63.316,,15.03
63.326,,15.07
63.336,,15.01
63.346,,14.99
63.356,,15.03
63.347,10.78,
63.357,10.78,
63.367,10.76,
63.377,10.8,
63.387,10.75,
63.397,10.75,
63.407,10.75,
63.417,10.76,
63.526,,15.01
63.536,,14.95
63.546,,14.99
63.556,,15.01
63.566,,14.97
63.576,,14.99
63.586,,15.01
63.596,,15.01
63.589,10.62,
63.599,10.64,
63.609,10.59,
63.619,10.59,
63.629,10.64,
63.639,10.61,
63.649,10.61,
63.659,10.62,
63.769,,15.01
63.779,,15.01
63.789,,15.01
63.799,,14.97
63.809,,14.95
63.819,,14.99
63.829,,15.01
63.839,,14.99
63.827,10.59,
63.837,10.57,
63.847,10.57,
63.857,10.59,
63.867,10.56,
63.877,10.59,
63.887,10.59,
63.897,10.57,
64.007,,14.95
64.017,,14.97
64.027,,14.91
64.037,,14.93
64.047,,14.93
64.057,,14.89
64.067,,14.89
64.077,,14.91
64.071,10.56,
64.081,10.56,
64.091,10.52,
64.101,10.54,
64.111,10.59,
64.121,10.56,
64.131,10.52,
64.141,10.54,
64.25,,14.91
64.26,,14.89
64.27,,14.83
64.28,,14.91
64.29,,14.87
64.3,,14.87
64.31,,14.89
64.32,,14.89
64.306,10.49,
64.316,10.5,
64.326,10.52,
64.336,10.5,
64.346,10.49,
64.356,10.5,
64.366,10.52,
64.376,10.49,
64.487,,14.93
64.497,,14.91
64.507,,14.93
64.517,,14.95
64.527,,14.91
64.537,,14.89
64.547,,14.95
64.557,,14.93
64.546,10.49,
64.556,10.45,
64.566,10.45,
64.576,10.45,
64.586,10.44,
64.596,10.44,
64.606,10.45,
64.616,10.44,
64.727,,15.05
64.737,,15.09
64.747,,15.07
64.757,,15.09
64.767,,15.09
64.777,,15.09
64.787,,15.15
64.797,,15.19
64.907,10.52,
64.917,10.47,
64.927,10.52,
64.937,10.5,
64.947,10.57,
64.957,10.61,
64.967,10.62,
64.977,10.64,
64.969,,15.81
64.979,,15.79
64.989,,15.81
64.999,,15.84
65.009,,15.88
65.019,,15.88
65.029,,15.92
65.039,,16.02
65.149,10.83,
65.159,10.9,
65.169,10.95,
65.179,11.06,
65.189,11.22,
65.199,11.29,
65.209,11.38,
65.219,11.46,
65.206,,17.11
65.216,,17.22
65.226,,17.28
65.236,,17.24
65.246,,17.28
65.256,,17.18
65.266,,17.2
65.276,,17.15
65.388,13.28,
65.398,13.41,
65.408,13.56,
65.418,13.73,
65.428,13.98,
65.438,14.1,
65.448,14.45,
65.458,14.28,
65.448,14.45,18.11
65.458,14.28,18.26
65.468,,18.51
65.478,,18.51
65.488,,18.71
65.498,,18.76
65.508,,18.89
65.518,,19.0
65.626,13.79,
65.636,13.83,
65.646,13.93,
65.656,13.93,
65.666,13.89,
65.676,13.83,
65.686,13.75,
65.696,13.75,
65.686,13.75,20.63
65.696,13.75,20.82
65.706,,21.01
65.716,,20.94
65.726,,21.03
65.736,,21.01
65.746,,21.11
65.756,,21.15
65.867,14.35,
65.877,14.49,
65.887,14.55,
65.897,14.61,
65.907,14.77,
65.917,14.97,
65.927,15.09,
65.937,15.09,
65.928,,21.79
65.938,,21.57
65.948,,21.69
65.958,,21.54
65.968,,21.3
65.978,,21.23
65.988,,21.15
65.998,,21.42
66.166,,20.94
66.176,,20.82
66.186,,20.89
66.196,,20.84
66.206,,20.86
66.216,,20.98
66.226,,20.94
66.236,,21.06
66.229,16.06,
66.239,16.02,
66.249,15.98,
66.259,15.88,
66.269,15.9,
66.279,15.9,
66.289,15.94,
66.299,16.02,
66.409,,20.7
66.419,,20.7
66.429,,20.7
66.439,,20.63
66.449,,20.51
66.459,,20.46
66.469,,20.39
66.479,,20.32
66.468,15.21,
66.478,15.13,
66.488,15.05,
66.498,15.01,
66.508,14.97,
66.518,14.91,
66.528,14.89,
66.538,14.83,
66.706,,20.15
66.716,,20.15
66.726,,20.11
66.736,,20.08
66.746,,19.94
66.756,,19.92
66.766,,19.94
66.776,,19.83
66.768,14.67,
66.778,14.63,
66.788,14.61,
66.798,14.59,
66.808,14.63,
66.818,14.63,
66.828,14.53,
66.838,14.53,
66.946,,19.07
66.956,,19.03
66.966,,18.98
66.976,,18.94
66.986,,18.87
66.996,,18.8
67.006,,18.8
67.016,,18.78
67.005,14.16,
67.015,14.12,
67.025,14.14,
67.035,14.12,
67.045,14.12,
67.055,14.08,
67.065,14.06,
67.075,14.04,
67.187,,18.33
67.197,,18.38
67.207,,18.35
67.217,,18.33
67.227,,18.33
67.237,,18.26
67.247,,18.26
67.257,,18.24
67.429,,18.09
67.439,,18.09
67.449,,18.09
67.459,,18.09
67.469,,18.02
67.479,,18.0
67.489,,17.98
67.499,,18.0
67.486,13.64,
67.496,13.6,
67.506,13.66,
67.516,13.56,
67.526,13.54,
67.536,13.56,
67.546,13.52,
67.556,13.52,
67.667,,17.93
67.677,,17.91
67.687,,17.93
67.697,,17.91
67.707,,17.91
67.717,,17.87
67.727,,17.85
67.737,,17.8
67.847,13.26,
67.857,13.24,
67.867,13.22,
67.877,13.2,
67.887,13.18,
67.897,13.18,
67.907,13.22,
67.917,13.22,
67.909,,17.67
67.919,,17.65
67.929,,17.67
67.939,,17.65
67.949,,17.65
67.959,,17.61
67.969,,17.63
67.979,,17.61
68.088,13.09,
68.098,13.11,
68.108,13.07,
68.118,13.07,
